ent_id,name,skill_id
596,Stallionbutton,1284
1413,Rippermica,557
1357,Robindaffodil,352
1396,Ocelotmirror,1316
1115,Wolfbevel,642
1070,Weaverround,1381
1272,Handfish,1069
342,Grabberbrown,915
1442,Traderzenith,1199
888,Mousebattle,24
374,Cougarviridian,884
672,Vulturedaffodil,1073
1191,Givertundra,448
971,Jaygentle,769
1168,Stallionsky,907
1156,Unicornsponge,1074
1361,Thundershore,681
947,Geckobuttercup,531
903,Swoopswamp,1117
1416,Kingmisty,71
657,Palmgravel,632
298,Butterflyjewel,497
386,Pigflash,1421
891,Kangaroomangrove,599
766,Lizardtopaz,1169
1301,Scarfork,429
1482,Neckspring,209
1414,Storktide,1025
1445,Frightshort,784
940,Tonguehorse,279
1371,Scorpionfield,229
1178,Heronbold,644
380,Doglead,1183
1124,Zebrahail,740
1231,Leglunar,505
1407,Monkeyjade,225
238,Cloakgiant,1266
515,Spritequiver,1056
149,Legzinc,322
1215,Toothlightning,128
230,Ninjaglacier,256
30,Lionbig,868
100,Hisssurf,93
96,Eyehate,1220
398,Raveriridescent,270
594,Headcrimson,732
829,Ninjagranite,919
1053,Fanciermangrove,84
1098,Lightersolstice,234
1075,Chestevening,1108
123,Weavertundra,1399
761,Snapperash,473
1300,Skullthorn,759
1343,Painterpatch,1057
613,Divercanyon,1006
958,Takerdirt,1272
57,Catrune,296
79,Storkcat,611
486,Bearfrill,1035
1338,Roachgentle,281
952,Roachsunset,439
124,Followerrhinestone,556
1356,Dartflicker,871
453,Tigerround,418
92,Lancersolar,696
809,Thunderaquamarine,301
490,Slothfierce,1203
1417,Trackdaisy,971
350,Spriteseason,191
1311,Swisheroasis,109
854,Lionfield,510
549,Pixielegend,1422
926,Houndglass,132
329,Hooftabby,319
1154,Molemercury,1176
169,Lynxribbon,603
1109,Turnercrimson,254
804,Scarerbrass,395
627,Raverisland,470
56,Dukevivid,450
1013,Goatmaze,1432
102,Racermisty,537
1402,Sharkleaf,1332
581,Markisland,675
836,Elkweak,48
442,Marksilent,965
439,Shieldplump,771
1495,Tigertree,92
1394,Stingshort,134
1211,Voicebig,795
421,Chestcarnelian,596
385,Weaselnova,1439
1028,Ninjalemon,701
999,Knaveplatinum,189
93,Venommuck,1163
469,Pawquasar,369
631,Warlockvolcano,509
542,Cranehill,144
1284,Swishernorth,694
826,Geckoprairie,1242
1023,Coyotepurple,358
609,Leaderwalnut,308
80,Raptorneon,150
593,Pythonbutton,972
1212,Geckotime,195
197,Herocopper,232
1159,Playerbead,396
1077,Parrotemerald,1211
675,Footmountain,900
832,Dolphinplump,764
908,Vipernimble,520
521,Apefish,343
31,Foxveil,716
1451,Storkmoor,113
1017,Stingphantom,872
1395,Vipercandle,235
1456,Snapboom,1280
110,Mythripple,641
21,Wizardglen,1236
359,Dolphindour,201
902,Trackerdull,620
1026,Fincoconut,528
516,Dragonsharp,404
848,Hoofiridescent,1197
1235,Fishgarnet,1423
427,Stormholy,248
1102,Dragonchecker,788
213,Glasslunar,1179
148,Shriekerwood,60
1263,Twisterfan,896
993,Chillglass,790
406,Traderribbon,1110
237,Mouselake,212
266,Princessivy,908
1279,Musegentle,1082
4,Ninjaphantom,663
165,Jayfossil,841
311,Spriteholy,646
208,Singerruby,1045
742,Questerfancy,657
819,Goosebitter,709
965,Swallowscarlet,999
1181,Walkerblack,813
574,Pegasussnapdragon,1311
977,Shirtplain,1257
1325,Seermesquite,440
790,Bunnyfern,680
614,Falconcoffee,842
1010,Zebraoil,89
173,Friendpine,1405
480,Deercream,890
1051,Wolverinechip,968
1362,Grabberblossom,313
765,Pantherdaffodil,766
72,Grinpebble,1218
351,Antelopeoil,197
34,Crestsurf,1366
629,Devourerfish,757
1198,Ratpollen,30
642,Huntercold,374
1044,Carpetscratch,472
865,Killercookie,33
1310,Jawspring,323
652,Lynxhickory,1446
1039,Legsfrill,1030
1093,Huggerheavy,923
1012,Jaguarplaid,589
953,Snarllong,154
1315,Jesterbald,582
262,Devourerrune,779
103,Talonglaze,753
1373,Scourgewool,1295
1249,Gemsmall,858
571,Toucanshine,116
1,Mustangpeppermint,160
561,Knifemirage,1033
426,Horncotton,1205
392,Stormmud,1310
818,Paladinnickel,63
26,Owlcaramel,243
919,Shriekscarlet,875
245,Knightfringe,653
429,Tonguehorse,478
676,Thornatom,149
1037,Lifterfuschia,276
820,Hyenazenith,1239
568,Deerhorn,1249
1246,Lizardpuddle,852
662,Raptorjungle,805
270,Warlockspangle,574
1481,Bardalabaster,741
1183,Soarersplash,979
597,Elkgrave,1407
681,Carveriron,1319
423,Waspmorning,798
1245,Pythonsapphire,1028
167,Raptormetal,391
540,Foxflash,258
450,Dragonglow,877
1016,Footcomet,561
235,Twistercaramel,584
254,Slicerquilt,25
1363,Raccoonsunset,973
619,Soarersponge,1438
43,Divemarsh,625
355,Ocelotflame,980
963,Raptorswift,917
659,Turnerjelly,1275
863,Parrotazure,836
29,Robinnavy,19
1169,Ferretpeach,263
1303,Duckheather,1335
531,Wolfluminous,29
731,Raverfire,380
163,Chatterevening,1323
1029,Shriekerfir,1330
741,Servantnavy,747
463,Fairywax,330
610,Warlocksurf,1344
1097,Browlinen,1369
465,Wolfsmall,433
562,Carpblaze,1047
59,Touchdirt,184
1200,Deathjet,856
658,Moosebird,387
1119,Centaurfoul,1470
896,Singerglitter,1238
333,Turnerpineapple,206
518,Cloaklinen,370
1018,Glassplaid,364
162,Wyrmprong,1372
129,Footazure,298
877,Jaymesquite,346
1179,Shieldtiny,1442
97,Sageapple,1291
1259,Ninjawool,158
990,Cloakcosmic,1498
107,Twisterancient,1458
514,Masterzenith,619
438,Roarerabalone,5
1275,Bearspring,273
1470,Samuraileather,1260
17,Butterflymountain,1364
234,Beakcaramel,1198
1250,Seerdew,10
768,Scaleclover,360
1049,Soarernoon,1345
586,Oriolesour,320
1317,Raynorth,993
633,Riderfoil,830
997,Huggerpond,101
193,Bowrhinestone,414
546,Spritedaisy,553
595,Cubquartz,1008
626,Heronsage,1185
918,Spikefortune,617
715,Turneralmond,1007
221,Ocelotforest,616
1007,Racerbuttercup,121
40,Minnowmirror,1353
1001,Musepepper,1448
1139,Knifewhip,1129
771,Shoulderlong,984
1462,Foecake,581
646,Shiftpewter,81
326,Bearblue,1018
136,Talonpower,1219
991,Kangaroonova,776
1473,Warriorquiver,73
1472,Wingsunrise,518
66,Flywind,597
1485,Snarlharvest,702
383,Thiefseason,213
1329,Spritecaramel,1282
917,Bearsolar,1418
702,Thumbmaze,613
451,Throatplaid,1184
61,Antnorth,1105
603,Minddenim,870
403,Wanderersavage,231
883,Samuraisulpher,253
694,Mooseroot,1233
550,Pixieforest,1093
713,Frilltopaz,311
776,Buffalosolstice,464
844,Snarlhickory,378
1208,Givercaramel,925
75,Cockatoohoneysuckle,889
687,Bellpewter,72
487,Elfmuck,777
1151,Chinpatch,96
880,Ferrettwilight,32
375,Questertree,752
551,Owlcactus,58
1291,Stonesprinkle,1402
98,Slicermotley,493
1401,Chestquasar,187
560,Sparrowmarsh,682
373,Cubharvest,334
1240,Wolfpatch,707
989,Footdawn,1096
443,Witchsequoia,255
328,Yakshade,1054
899,Doomfoam,1080
980,Raptorbone,532
49,Wolfbird,932
840,Goosecopper,501
147,Wyrmvaliant,837
1071,Fishercake,652
1358,Paladincedar,299
737,Butterflybitter,1384
39,Footsand,1420
345,Flamevine,530
