name,owner_id,city_id,fin_id
Heronswift,1167,772,1231
Ferretbone,186,211,508
Ravendent,210,523,553
Elkscratch,351,1344,1411
Elfbone,299,1454,356
Princevenom,120,363,1285
Robinweed,1202,822,191
Cloudquasar,574,580,325
Roverslime,820,132,1204
Dancerebony,982,737,535
Footjust,609,11,345
Craneperidot,584,257,1052
Swoopluck,878,789,362
Gemcedar,794,1489,365
Lynxmulberry,618,594,163
Givercloud,777,108,1489
Fliertwisty,11,388,676
Carpsaber,176,1013,1266
Ratgrove,24,1435,538
Grincedar,94,102,100
Donkeylavender,782,1483,909
Pixiepeppermint,41,509,385
Weedrune,220,977,675
Glazerdaisy,534,843,1436
Flashersilk,79,1424,1346
Mythfrill,1178,630,1209
Falconquilt,681,492,119
Fanglie,100,625,1382
Twistergold,883,815,260
Rayequinox,578,1440,1356
Mouseivy,494,446,1429
Seekeriridescent,924,65,991
Cowlviridian,1107,404,515
Swoopmountain,4,5,69
Boarzircon,576,814,509
Bootmarble,974,447,1067
Chestroad,545,573,207
Speakercold,1214,547,989
Mythregal,579,778,1387
Mindtrail,1289,1112,415
Shakercord,909,1108,799
Mothring,1003,483,321
Gorillaholy,307,9,1358
Skinnerorchid,842,898,738
Bugsulpher,1363,991,38
Centaurlove,689,763,1366
Ravenspring,812,1294,1453
Graspmarsh,997,886,853
Jesterviolet,1400,1320,1138
Princefair,1328,487,472
Napeflax,1044,854,730
Battin,76,440,1347
Carversulpher,710,336,910
Roachnettle,1030,684,351
Ringerapple,644,25,387
Walkercoal,345,714,610
Horseriver,867,1285,127
Pantherfog,856,444,209
Owlpineapple,759,306,395
Fighterlime,925,858,223
Knightginger,1302,582,183
Crowfuschia,1119,637,190
Whalepaint,717,1368,875
Cowlgarnet,552,795,1349
Goatjungle,442,1465,99
Racerbrook,60,820,297
Toothslime,1348,1366,291
Roarfast,364,205,322
Dragonpebble,1168,254,784
Chargerbog,447,143,982
Speakerbranch,255,1068,746
Chatterroot,44,976,571
Pawamber,344,1402,1124
Skinnerspiral,1478,916,652
Hornroot,816,482,277
Fighterblossom,192,68,714
Piratedenim,567,1358,527
Razorfoul,1277,392,1432
Ocelotbitter,1008,387,513
Forgercoffee,273,944,355
Gamblercold,863,1278,1207
Divercoconut,558,1231,707
Shirtvaliant,636,1172,950
Friendplume,853,839,125
Touchspeckle,1194,162,565
Venomwater,652,998,722
Antwater,178,406,237
Scalecookie,12,762,870
Swishernoble,242,10,153
Llamafield,1221,35,550
Slothsulpher,45,1484,907
Salmonfrost,1352,47,380
Sentrycrocus,56,399,1187
Twisterrazor,399,923,1498
Queensleet,488,1391,405
Falconchain,1238,1163,919
Minnowquick,1497,304,104
Seedprong,29,585,755
Elkswift,916,130,1202
Divesharp,528,1477,777
Voicedenim,88,1009,737
Boaprairie,1052,1397,1136
Apemotley,202,1421,1020
Cubbuttercup,1280,1409,832
Heroncarnation,410,78,1178
Shifthot,439,176,744
Thieffancy,222,853,465
Healerbitter,1409,1165,166
Ridershy,907,136,642
Pegasusebony,1162,1407,857
Gazellebristle,308,964,1396
Stingflash,1306,521,1174
Goosespangle,1032,520,776
Dancerprong,1368,1029,266
Pegasusmulberry,539,1079,985
Houndbitter,598,445,782
Chinseed,1423,1017,763
Jawmuck,493,566,124
Marevine,379,1,497
Razoreast,643,149,403
Fingerspangle,9,230,929
Shriekerblue,742,475,580
Racerlemon,269,54,963
Watcherpepper,1082,443,269
Slothshag,1099,267,835
Crafterchrome,1431,1218,59
Wyrmfuschia,38,900,427
Centaurdandy,532,973,1332
Monkeyrazor,213,75,1276
Bearsugar,195,872,1289
Driftermad,1114,533,211
Faceribbon,110,588,300
Snakeshort,677,667,111
Shriekerdust,1281,807,402
Fingerhill,1132,636,933
Catchersilver,474,1443,514
Griffinround,1012,207,521
Kingpale,1490,199,1236
Scalepeat,1080,1002,673
Ferretroot,1405,612,312
Moosegold,405,1028,1132
Cloudsmall,1335,277,264
Crownalpine,747,535,731
Facesugar,1261,58,790
Ravercat,434,454,643
Fishercake,1463,530,1068
Mastercream,1317,906,26
Leopardtwilight,536,1446,688
Goatspot,336,701,450
Cranecloud,1339,50,215
Harepinto,321,23,510
Bitetitanium,1251,470,807
Razorsatin,874,1176,305
Scowltorch,19,1155,83
Heronluck,701,590,84
Hyenalime,1100,467,700
Weaselroot,509,288,1351
Knighttabby,727,1246,16
Salmonwax,1252,206,1115
Catcherspring,249,110,1477
Cathoney,1227,1275,493
Flasherflicker,1329,20,1370
Sagerag,582,1121,931
Raverflicker,640,271,155
Sparrowstellar,983,690,663
Roverbronze,431,1179,1383
Toucannova,1268,261,234
Stalkerzinc,1296,465,618
Jaguarspring,115,27,613
Witchluck,360,1331,1460
Jesterchisel,1073,368,888
Flymeteor,412,33,1080
Whalefoil,365,190,1350
Grabberbead,74,427,476
Savermad,246,805,426
Slavestream,93,768,1142
Mothbuttercup,1410,1125,85
Kittenzenith,996,124,1364
Nosemango,108,869,352
Markjungle,730,543,564
Antelopeforest,372,537,76
Fingermangrove,1035,121,951
Bugember,1213,688,589
Puppycherry,1303,514,585
Hawkglory,465,978,1034
Spikechestnut,1181,1057,557
Scorpionbuttercup,1169,167,424
Sparrowpyrite,827,1298,741
Trackfancy,1260,1075,984
Sargentbrown,236,1270,1412
Forgergravel,650,544,68
Robinbrass,1155,1111,634
Whalefierce,17,18,1418
Chanterband,1233,30,683
Loonlavender,1494,265,856
Masterfoam,1038,142,231
Ringerlemon,206,1425,972
Playerebony,1200,118,1301
Whalefierce,278,675,1045
Jesterscythe,162,107,532
Scribedark,1288,295,1054
Minnowstitch,224,60,690
Sparrowphase,1070,276,1344
Bowstream,1236,1240,1083
Whipalder,264,1390,399
Gembone,978,458,214
Divertwilight,817,1058,1189
Facespice,457,415,1269
Minnowcrazy,335,597,904
Gorillasouth,1123,953,987
Howlerstar,947,76,1075
Snapautumn,885,28,143
Chargerroad,1092,1426,299
Sharkseason,1435,715,1439
Princesshoneysuckle,1387,474,1181
Craftermesquite,892,1245,255
Backmud,1393,770,1415
Condorlightning,39,1346,1071
Looncypress,398,670,1386
Snarlglen,505,529,1096
Hoofpitch,660,1444,990
Roarervolcano,232,1037,484
Flamecrimson,514,1086,1145
Toucanplume,393,296,679
Leopardtime,1433,386,1273
Hoofaquamarine,413,713,316
Sagedestiny,1197,1208,488
Ratdestiny,706,426,1265
Stingcute,479,812,288
Mindbasalt,1424,943,934
Lancercerulean,917,773,367
Riderlizard,709,754,1449
Braidebony,252,366,1031
Thiefalmond,732,703,394
Antnotch,135,1145,621
Shriekfield,462,423,693
Backsunset,1491,1157,1377
Shiftslime,862,1241,787
Diverflicker,631,910,867
Burnsapphire,440,428,576
Zebrabig,324,8,221
Capfree,565,821,1277
Legpuddle,1482,189,996
Elfbristle,1166,246,918
Tailfossil,1286,194,128
Mooseflint,1298,1133,725
Ridgelead,1013,678,570
Stingpaint,477,561,1227
Followersharp,972,864,605
Sargentspectrum,715,1359,750
Terrierbranch,1039,51,289
Lynxdirt,1228,1263,599
Zebranoble,1451,222,908
Speakerjungle,666,548,1094
Sargentamber,8,771,423
Flashersheer,1456,1393,1428
Shriekerquick,508,931,969
Bardberyl,1154,832,979
Slaveshag,828,400,1304
Mouselegend,789,733,1102
Jackalzest,361,491,98
Heronpickle,1327,867,758
Traderwood,366,921,886
Boarspring,1020,631,798
Snakebutton,123,17,1206
Iguanaquilt,1172,1361,182
Tigerwax,610,875,1359
Burnsheer,577,349,275
Herontime,1068,777,1216
Tigersky,126,1063,1348
Flamebog,301,1457,1373
Bardsatin,201,224,791
Daggerpickle,146,719,1217
Goatfast,1160,511,1443
Ringertabby,1163,1442,184
Sargentprairie,164,1156,1055
Chanterproud,766,791,414
Stingstitch,1436,177,193
Leaderfeather,720,1356,947
Roareralabaster,7,934,1199
Raversnow,603,972,1421
Kittennotch,905,1024,1229
Ringerbrindle,1175,720,1062
Hornvoid,342,779,1074
Mareviolet,141,197,353
Samuraiholly,807,1449,1025
Baneruby,570,46,197
Boaband,530,137,882
Throatfast,170,556,31
Runnermotley,629,634,1133
Devourertar,294,87,1000
Paladinlizard,1420,1119,670
Turnerblue,548,1388,851
Finfate,519,1257,500
Dolphindust,394,138,1306
Toewarp,585,689,252
Ladyfortune,1282,479,357
Napestitch,33,732,651
Lasherroot,1488,114,1476
Driftercypress,319,128,89
Songquartz,427,1077,1330
Snagglefootlight,369,1033,1322
Racermulberry,1385,526,175
Throatphase,1256,1340,873
Spiritviridian,667,225,232
Ocelotfoul,573,837,1241
Leaderquasar,1113,605,1
Kitteniris,1359,117,1248
Playermoor,428,303,1303
Toeblossom,456,221,1070
Gemcherry,68,1203,884
Dartring,985,827,113
Chinlily,937,214,282
Legendsour,289,780,551
Tracktrail,1176,1467,1331
Thumbtrail,417,410,1012
Sargentmetal,1325,37,962
Pegasuszest,35,133,1131
Antelopesleet,1157,1117,35
Handcookie,82,503,1210
Loonfancy,1292,495,32
Sightwool,850,505,170
Headvolcano,884,262,1179
Sentrycandy,1079,1198,1435
Doomcrazy,460,818,373
Dutchessgem,1242,1279,1357
Curtainluminous,466,93,262
Flysquare,575,657,165
Spearabalone,103,397,880
Stallionthunder,858,215,318
Unicornfluff,714,549,158
Walkersnow,762,627,1471
Questerpuzzle,653,1434,1205
Cockatoolegend,975,1215,47
Ratgossamer,1118,280,1040
Rovergrass,109,1095,718
Stormlemon,70,209,1092
Lynxleather,529,914,248
Fliermalachite,1450,1103,108
Shoulderflame,1134,659,1086
Heronrazor,1131,1267,1019
Kickergrove,207,195,280
Elfsummer,390,744,34
Paintershine,357,1330,388
Venomtrail,1095,1093,307
Catcherlava,723,565,77
Robinlily,1120,656,185
Raypattern,118,450,594
Dutchessebony,854,188,608
Scowllunar,1269,1189,92
Mouseoil,263,816,983
Facepebble,384,507,1427
Wizardcyan,1054,1139,1155
Chillwool,851,1411,545
Swordcharm,260,1059,780
Glazerpepper,1127,1244,1362
Cubsmall,687,727,1318
Oxivory,602,1497,560
Jackalbristle,256,1064,1426
Ratflame,1141,808,803
Slothriver,292,905,883
Ravenstitch,1138,269,240
Loonsunset,1274,72,1393
Wingmarsh,314,175,1059
Tonguechip,951,327,1478
Burnglitter,829,912,364
Stingdandelion,461,1202,398
Gamblerkiwi,1360,1441,629
Shriekerleaf,1226,632,1307
Tigermirror,929,758,149
Mastergiant,193,628,1043
Swordshard,1259,578,189
Foxbutter,908,951,1091
Raptorpeat,557,1113,274
Donkeyhate,1468,1144,1293
Mothginger,309,510,1437
Stingercosmic,953,1134,684
Raccoonlove,85,1333,103
Flyripple,1344,515,1253
Princessperidot,1031,1076,685
Crusherquiver,211,782,944
Footchestnut,337,266,546
Sagecrack,250,1408,117
Trackstream,1250,687,144
Questersaber,1373,1327,160
Llamaforest,1271,109,1464
Oxnickel,633,69,1030
Swallowpewter,705,383,981
Jaysapphire,910,545,1061
Jaycurly,227,1166,1098
Harefog,926,828,887
Rovermetal,795,724,204
Finash,139,654,239
Stingpollen,773,1280,650
Sargentskitter,55,1433,445
Heronjungle,279,979,4
Scorpioncosmic,1188,316,561
Binderfrost,614,489,1374
Ratrhinestone,450,312,1481
Razordirt,1406,1230,1056
Cougarfate,746,1159,324
Jesternavy,1307,429,653
Dartpetal,37,1348,1459
Ninjadeep,107,516,295
Wizardhail,1215,396,1337
Bardswamp,1453,863,829
Houndcalico,1290,1161,93
Snagglefootvanilla,370,586,1463
Knightblossom,14,829,633
Wandererberry,1243,1314,116
Huggerbranch,339,319,1257
Rayink,1126,1423,392
Questerolive,1180,1040,1239
Wyrmcliff,1493,1015,1051
Thundershadow,221,127,891
Curtainluminous,432,767,238
Swordfeather,1311,164,1114
Leopardspeckle,583,663,1173
Grabbermeadow,1084,1224,1186
Crowmisty,367,1405,469
Cloaksulpher,1034,1336,930
Hisserclever,1383,356,418
Armswift,1224,1192,636
Bunnycoffee,483,711,1454
Serpentseason,642,929,1203
Chatterluminous,433,163,466
Pantherchestnut,1279,1193,94
Diverfrost,75,621,764
Cowlglacier,63,645,1016
Lionprong,267,320,21
Chargerivy,1473,42,167
Dartisland,861,144,1499
Horsespice,312,253,20
Faceeast,559,250,1053
Slothrag,810,1265,626
Princeapricot,1388,796,293
Handbog,245,86,105
Reaperwell,1371,1084,539
Stingsoft,1458,191,1333
Walkerfeather,317,174,863
Sentrypalm,480,990,1462
Antlersmall,692,1136,1226
Thiefglen,1412,223,1286
Batquartz,13,920,1381
Eaglesour,1093,464,400
Ravennoble,147,555,421
Chestspectrum,1208,146,615
Carverscratch,697,1253,82
Anthollow,445,1207,133
Boarbitter,1266,1034,698
Heropuddle,363,1451,6
Ribjust,404,570,1190
Duckpolar,919,1400,1247
Beetlegranite,40,283,1397
Chinsunset,592,403,900
Elknarrow,1062,1115,506
Cockatooalder,386,1452,337
Walkerpond,198,989,88
Elfjet,698,618,697
Snoutshore,870,1188,1252
Thieftundra,286,1281,1311
Monkeysquare,32,437,1152
Markmorning,237,996,846
Thiefmagenta,1158,70,147
Marksunrise,511,1308,602
Lanternpale,21,924,1079
Pumacherry,31,358,876
Apecandy,179,1473,640
Ringerhot,724,1083,168
Frightbranch,472,1398,598
Hideholly,837,1386,1004
Takerjuniper,295,328,768
Spurchestnut,1376,907,583
Dutchessbronze,638,992,1232
Twisterviolet,1265,55,386
Runnerrampant,140,599,562
Braidvoid,976,94,1408
Hairlava,743,862,1299
Snapswift,1223,301,1388
Trackpie,1413,170,1208
Herorattle,846,1381,45
Shriekermirage,799,1054,1224
Mythvivid,806,378,156
Dolphinlime,1254,364,241
Hyenamaze,790,1413,1341
Shoulderorchid,484,1118,109
Touchoil,672,1306,924
Choppermud,1475,1232,1018
Pawdour,922,870,1027
Sparrowchrome,1347,1283,593
Browslash,358,1060,1233
Cowlspring,787,1219,428
Boarspangle,796,1365,1084
Boaphantom,281,159,1416
Slavealder,163,473,699
Weedplatinum,802,559,1431
Giverpower,791,1321,36
Winglie,316,302,813
Hisserbead,437,1251,1430
Raysummer,114,801,292
Seedviolet,964,122,988
Thunderquasar,106,1070,696
Snagglefootprism,53,1072,298
Kangaroocherry,1192,1242,468
Bugnorth,674,421,817
Knightsplash,42,417,371
Seekerancient,832,112,1417
Servantgossamer,765,1148,786
Koalasun,1245,313,444
Hornetsatin,788,560,413
